UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000456227100012;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.154-162;"Information; flow; semantic network; finite state machine";NA;11;2;2;1;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Divination
WOS:000456227100014;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.170-179;"Ontologies; knowledge; interpretation; data structures; controlled vocabularies";NA;13;2;2;5;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Herbology
WOS:000456227100014;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.170-179;"Ontologies; knowledge; interpretation; data structures; controlled vocabularies";NA;13;2;2;5;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Transfiguration
WOS:000456227100019;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.226-230;"Interdisciplinarity; digital humanities; modelling";NA;7;3;3;2;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Herbology
WOS:000456227100019;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.226-230;"Interdisciplinarity; digital humanities; modelling";NA;7;3;3;2;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Arithmancy
WOS:000456227100019;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.suppl.31.2018.226-230;"Interdisciplinarity; digital humanities; modelling";NA;7;3;3;2;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Charms
WOS:000456218900002;MUSIKFORSCHUNG;NA;NA;MUSICAL WORKS;28;0;0;1;NEUWERK-BUCH UND MUSIKALIENHANDLUNG;KASSEL;0027-4801;NA;MUSIKFORSCHUNG;Musikforschung;Music;NA;Transfiguration
WOS:000456218900002;MUSIKFORSCHUNG;NA;NA;MUSICAL WORKS;28;0;0;1;NEUWERK-BUCH UND MUSIKALIENHANDLUNG;KASSEL;0027-4801;NA;MUSIKFORSCHUNG;Musikforschung;Music;NA;Astronomy
WOS:000456326900005;REVIEW-LITERATURE AND ARTS OF THE AMERICAS;10.1080/08905762.2018.1540577;NA;NA;19;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0890-5762;1743-0666;REVIEW;Review;Literature;NA;Herbology
WOS:000456326900005;REVIEW-LITERATURE AND ARTS OF THE AMERICAS;10.1080/08905762.2018.1540577;NA;NA;19;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0890-5762;1743-0666;REVIEW;Review;Literature;NA;Potions
WOS:000456326900005;REVIEW-LITERATURE AND ARTS OF THE AMERICAS;10.1080/08905762.2018.1540577;NA;NA;19;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0890-5762;1743-0666;REVIEW;Review;Literature;NA;Defence against the dark arts
WOS:000455818800008;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;36;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Charms
WOS:000455818800008;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;36;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Transfiguration
WOS:000455818800010;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;47;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Defence against the dark arts
WOS:000455818800010;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;47;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Charms
WOS:000455818800010;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;47;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Divination
WOS:000455818800010;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;47;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Transfiguration
WOS:000456051800005;ARGUMENTOS DE RAZON TECNICA;10.12795/Argumentos/2017.i21.05;"Science communication; Web 2.0; public engagement in science; responsible research and innovation; Internet";"PUBLIC COMMUNICATION; SOCIAL MEDIA; ENGAGEMENT; WEB; TECHNOLOGY; UNIVERSITIES; DELIBERATION; DIALOGUE";67;0;0;2;UNIV SEVILLA, EDITORIAL;SEVILLE;1139-3327;2253-8151;ARGUM RAZON TEC;Argum. Razon Tec.;History & Philosophy of Science;Bronze;Potions
WOS:000456051800005;ARGUMENTOS DE RAZON TECNICA;10.12795/Argumentos/2017.i21.05;"Science communication; Web 2.0; public engagement in science; responsible research and innovation; Internet";"PUBLIC COMMUNICATION; SOCIAL MEDIA; ENGAGEMENT; WEB; TECHNOLOGY; UNIVERSITIES; DELIBERATION; DIALOGUE";67;0;0;2;UNIV SEVILLA, EDITORIAL;SEVILLE;1139-3327;2253-8151;ARGUM RAZON TEC;Argum. Razon Tec.;History & Philosophy of Science;Bronze;Astronomy
WOS:000456029600002;CHURCH HISTORY AND RELIGIOUS CULTURE;10.1163/18712428-09803025;"religion history; longue duree; digital humanities";"CHURCH HISTORY; CHRISTIANITY";139;2;2;0;BRILL ACADEMIC PUBLISHERS;LEIDEN;1871-241X;1871-2428;CHURCH HIST RELIG CU;Church Hist. Relig. Cult.;Religion;NA;Defence against the dark arts
WOS:000456063700012;REFERENCE SERVICES REVIEW;10.1108/RSR-07-2018-0061;"Academic libraries; Library instruction; Information literacy; University libraries; School libraries; Hannelore Rader";"CONSUMER HEALTH INFORMATION; UNDERGRADUATE STUDENTS; DIGITAL HUMANITIES; ACADEMIC-LIBRARY; ELECTRONIC RESOURCES; GRADUATE-STUDENTS; SCHOOL-STUDENTS; ACRL FRAMEWORK; SCHOLARLY COMMUNICATION; INTERNATIONAL STUDENTS";582;0;0;12;EMERALD GROUP PUBLISHING LTD;BINGLEY;0090-7324;2054-1716;REF SERV REV;Ref. Serv. Rev.;Information Science & Library Science;NA;Astronomy
WOS:000456063700012;REFERENCE SERVICES REVIEW;10.1108/RSR-07-2018-0061;"Academic libraries; Library instruction; Information literacy; University libraries; School libraries; Hannelore Rader";"CONSUMER HEALTH INFORMATION; UNDERGRADUATE STUDENTS; DIGITAL HUMANITIES; ACADEMIC-LIBRARY; ELECTRONIC RESOURCES; GRADUATE-STUDENTS; SCHOOL-STUDENTS; ACRL FRAMEWORK; SCHOLARLY COMMUNICATION; INTERNATIONAL STUDENTS";582;0;0;12;EMERALD GROUP PUBLISHING LTD;BINGLEY;0090-7324;2054-1716;REF SERV REV;Ref. Serv. Rev.;Information Science & Library Science;NA;Arithmancy
WOS:000455680800005;DIGITAL JOURNALISM;10.1080/21670811.2018.1512879;"Anglo-American relations; digital humanities; distant reading; journalism history; nineteenth century; topic modelling; transatlantic";ONLINE NEWS;39;0;0;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2167-0811;2167-082X;DIGIT JOURNAL;Digit. Journal.;Communication;NA;Transfiguration
WOS:000455680800005;DIGITAL JOURNALISM;10.1080/21670811.2018.1512879;"Anglo-American relations; digital humanities; distant reading; journalism history; nineteenth century; topic modelling; transatlantic";ONLINE NEWS;39;0;0;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2167-0811;2167-082X;DIGIT JOURNAL;Digit. Journal.;Communication;NA;Herbology
WOS:000455680800005;DIGITAL JOURNALISM;10.1080/21670811.2018.1512879;"Anglo-American relations; digital humanities; distant reading; journalism history; nineteenth century; topic modelling; transatlantic";ONLINE NEWS;39;0;0;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2167-0811;2167-082X;DIGIT JOURNAL;Digit. Journal.;Communication;NA;Charms
WOS:000455680800005;DIGITAL JOURNALISM;10.1080/21670811.2018.1512879;"Anglo-American relations; digital humanities; distant reading; journalism history; nineteenth century; topic modelling; transatlantic";ONLINE NEWS;39;0;0;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2167-0811;2167-082X;DIGIT JOURNAL;Digit. Journal.;Communication;NA;Defence against the dark arts
WOS:000455680800011;DIGITAL JOURNALISM;10.1080/21670811.2018.1514273;"digital archive; digital humanities; future of news; journalism history; remediation; social bot";COMMUNICATION;47;0;0;5;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;2167-0811;2167-082X;DIGIT JOURNAL;Digit. Journal.;Communication;NA;Defence against the dark arts
WOS:000455201100009;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;11;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Potions
WOS:000455201100009;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;11;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Transfiguration
WOS:000455201100009;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;11;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Astronomy
WOS:000455201100023;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;21;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Transfiguration
WOS:000455201100023;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;21;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Defence against the dark arts
WOS:000455201100023;ARCHEOLOGIA E CALCOLATORI;NA;NA;NA;21;0;0;0;EDIZIONI ALL INSEGNA GIGLIO SAS-ITALIAN NATL RESEARCH COUNC;BORGO SAN LORENZO;1120-6861;2385-1953;ARCHEOL CALC;Archeol. Calc.;Archaeology;DOAJ Gold;Herbology
WOS:000454849000002;ASIANETWORK EXCHANGE-A JOURNAL FOR ASIAN STUDIES IN THE LIBERAL ARTS;10.16995/ane.278;"digital humanities; databases; GIS; social networks; China";NA;4;0;0;1;OPEN LIBRARY HUMANITIES;CAMBRIDGE;1943-9938;1943-9946;ASIANETWORK EXCH;ASIANetwork Exch.;Asian Studies;DOAJ Gold;Herbology
